video_id,start,end,text,cluster
C8q4E2QttUy_diimejii_score0.8611,60.879999999999995,64.32,"So if you have friends or family organizing an event really soon,",1
C8q4E2QttUy_diimejii_score0.8611,64.32,68.16,then recommend PhotoPool to them because they wouldn't want to lose their photos,1
C8q4E2QttUy_diimejii_score0.8611,68.8,71.52,because the photographer made a mistake or something.,-1
C8q4E2QttUy_diimejii_score0.8611,71.52,75.36,"If you want to know more, comment PhotoPool and we'll send you the link.",1
C92ZJMWxEm9_clickup_score0.9508,0.0,4.34,You won't love what you do if your workplace is toxic,-1
C92ZJMWxEm9_clickup_score0.9508,4.34,15.82,Just a p-t-o for a week And this is crazy,-1
C92ZJMWxEm9_clickup_score0.9508,15.82,24.86,Don't ask my number Talking about discrimination,-1
C92ZJMWxEm9_clickup_score0.9508,24.86,29.36,"Work, work, work, work, work, work Don't suss a class from work, work, work, work, work",-1
C92ZJMWxEm9_clickup_score0.9508,29.36,38.24,"Tell me why you got another complaint Oh my, we're sorry but we have to say",-1
C92ZJMWxEm9_clickup_score0.9508,38.24,49.239999999999995,The door is that way The door is that way,-1
C9CvkaIsid-_work_louder_score0.9592,0.0,1.62,"Like that, like that, like that, like that",-1
C9CvkaIsid-_work_louder_score0.9592,1.62,6.3,"So I was taking a walk the other day Hi, hi, hi, how are you?",-1
C9CvkaIsid-_work_louder_score0.9592,6.3,9.3,How are you? This is for you This is for you?,-1
C9CvkaIsid-_work_louder_score0.9592,9.3,14.3,This is for you? I was packing my order and I put the bag inside,-1
C9CvkaIsid-_work_louder_score0.9592,14.3,16.3,You look like a very old guy You're the guy?,-1
C9CvkaIsid-_work_louder_score0.9592,17.3,20.3,I know you look like a very old guy You look like a very old guy,-1
C9FnudMOPel_callmemannyirl_score0.9174,0.0,3.08,"Hey, go do do it, wasn't sure if you're gonna make it.",1
C9FnudMOPel_callmemannyirl_score0.9174,3.08,4.5200000000000005,"Of course I made it, I wouldn't miss your birthday.",-1
C9FnudMOPel_callmemannyirl_score0.9174,6.04,7.92,"I am lying, I'm just here for the free food.",-1
C9FnudMOPel_callmemannyirl_score0.9174,7.92,12.68,"Let me introduce you to my friends. Jesus, I am hot, no much.",-1
C9FnudMOPel_callmemannyirl_score0.9174,14.16,15.52,Let me introduce you to this chef as well.,-1
C9FnudMOPel_callmemannyirl_score0.9174,15.52,18.0,"Oh, okay. You're gonna love the food today.",2
C9FnudMOPel_callmemannyirl_score0.9174,18.0,19.88,I got one of the best chefs from Take a Chef.,-1
C9FnudMOPel_callmemannyirl_score0.9174,19.88,24.68,"Really? Oh, you look just like me. I knew that.",-1
C9FnudMOPel_callmemannyirl_score0.9174,24.68,26.48,The food gonna taste good because I'm not gonna lie to you.,2
C9FnudMOPel_callmemannyirl_score0.9174,26.48,28.48,"I would scare the colonizer, it would be the wife cooking.",-1
C9FnudMOPel_callmemannyirl_score0.9174,29.48,33.96,"You got it. What we're having tonight is you're gonna have basil,",-1
C9FnudMOPel_callmemannyirl_score0.9174,36.24,38.4,What does that mean? Because you speak like a colonizer.,-1
C9FnudMOPel_callmemannyirl_score0.9174,39.16,44.6,"Oh, there's grits and vegetables. That grits was good, eh?",-1
C9FnudMOPel_callmemannyirl_score0.9174,44.6,47.8,"If you were a woman, I would, eh, you know what I mean?",-1
C9FnudMOPel_callmemannyirl_score0.9174,47.8,50.480000000000004,Are you gonna finish us? It looks like you're struggling.,1
C9FnudMOPel_callmemannyirl_score0.9174,52.08,55.64,"You used your second course. Second? Yes, yes.",-1
C9FnudMOPel_callmemannyirl_score0.9174,55.64,58.8,"Wait, is this for today or tomorrow? Because if I go to you, we all eat one down.",-1
C9FnudMOPel_callmemannyirl_score0.9174,60.919999999999995,64.0,"What are you doing? Okay, stop being cheap.",-1
C9FnudMOPel_callmemannyirl_score0.9174,64.0,65.28,"I've seen your fish, you don't need no more food.",-1
C9FnudMOPel_callmemannyirl_score0.9174,65.28,66.88,"And if you need it, I just keep in mind",-1
C9FnudMOPel_callmemannyirl_score0.9174,66.88,70.52,"and I give it back to you, Nettie. Hey, you take a chef, let's go.",-1
C9FnudMOPel_callmemannyirl_score0.9174,70.52,72.2,I want you to show my wife how you cook.,2
C9m-YzAyecj_two_peas_abroad_score0.9564,0.0,17.2,Thanks for watching guys!,-1
C9pXALHooQU_profilefinder.ai_score0.8835,0.0,10.0,Oh my God I'm already so good. Let's go.,1
C9pXALHooQU_profilefinder.ai_score0.8835,10.0,13.0,Where you going? With you. Where are you going?,1
C9pXALHooQU_profilefinder.ai_score0.8835,13.0,16.0,I'm running to the gas station back. Okay let's go.,-1
C9pXALHooQU_profilefinder.ai_score0.8835,16.0,18.0,No I'm going to the bottom of the water.,-1
C9pXALHooQU_profilefinder.ai_score0.8835,18.0,20.0,We're going together we'll just make this a party.,-1
C9pXALHooQU_profilefinder.ai_score0.8835,20.0,22.0,You gotta stand watch the kids baby can't go?,-1
C9pXALHooQU_profilefinder.ai_score0.8835,22.0,26.0,Oh yes I am coming. Why would you want to go?,-1
C9pXALHooQU_profilefinder.ai_score0.8835,26.0,29.0,I'm just running by a straight back I ain't going nowhere else.,-1
C9pXALHooQU_profilefinder.ai_score0.8835,29.0,31.0,Maybe you should read your text message.,-1
C9pXALHooQU_profilefinder.ai_score0.8835,35.0,40.0,Now you're playing stupid. No I'm not. Let's go come on.,-1
C9pXALHooQU_profilefinder.ai_score0.8835,40.0,42.0,Baby you're back to being your... What's your that?,-1
C9pXALHooQU_profilefinder.ai_score0.8835,42.0,45.0,I don't know buddy. Where is she? I ain't talking to her.,-1
C9pXALHooQU_profilefinder.ai_score0.8835,45.0,49.0,No why are you doing this for? You're acting side-cow buddy.,-1
C9pXALHooQU_profilefinder.ai_score0.8835,49.0,56.0,I'm going for a straight back. No I'm not...,-1
C9pXALHooQU_profilefinder.ai_score0.8835,56.0,60.0,I'm not doing this with you. Why are you...,1
C9pXALHooQU_profilefinder.ai_score0.8835,60.0,64.0,It's not funny. Why are you crying for her?,-1
C9pXALHooQU_profilefinder.ai_score0.8835,64.0,66.0,I understand why you're out there.,-1
C_04C_-IANH_yourmove.ai_score0.9367,0.0,12.0,"I hope I don't lose you. Please stay. I want you, I need you, oh God.",1
C_04C_-IANH_yourmove.ai_score0.9367,12.0,17.0,Don't take this beautiful thing that I've got.,-1
C_04C_-IANH_yourmove.ai_score0.9367,17.0,19.0,Please stay.,-1
C_Mc_jWxCoO_upstudy.ai_score0.9243,0.0,22.42,Good luck and goodbye.,-1
C_jhd4MvcpO_igreenscreenthings_score0.8687,0.0,5.2,I green screen things. How do I use your hilarious green screens in my own videos?,1
C_jhd4MvcpO_igreenscreenthings_score0.8687,5.2,11.44,Go to igreenscreenthings.com. Here you'll find a massive selections of green screen memes and,-1
C_jhd4MvcpO_igreenscreenthings_score0.8687,11.44,17.76,templates. Select the download video icon. It will take you to scenery.video. You'll see the green,1
C_jhd4MvcpO_igreenscreenthings_score0.8687,17.76,22.72,"screen has been automatically applied to your timeline. From there, if you need to change the",1
C_jhd4MvcpO_igreenscreenthings_score0.8687,22.72,28.0,"format, go to the modify scene settings on the top right. Once you're happy with the resolution,",1
C_jhd4MvcpO_igreenscreenthings_score0.8687,28.0,34.32,"head over to the transitions, effects, and build icon on the left hand side. Click on the effects",1
C_jhd4MvcpO_igreenscreenthings_score0.8687,34.32,40.4,icon and scroll until you see the green screen filter. Drop it onto the green screen you selected,1
C_jhd4MvcpO_igreenscreenthings_score0.8687,40.4,47.120000000000005,earlier and bubba boom. The background is now transparent. Now simply select the library icon,1
C_jhd4MvcpO_igreenscreenthings_score0.8687,47.120000000000005,52.64,and either search for the asset you need with their built-in tools or add your own. Drop it on the,1
C_jhd4MvcpO_igreenscreenthings_score0.8687,52.64,57.84,timeline under the green screen and make any adjustments you need. Head up to the export button,1
C_jhd4MvcpO_igreenscreenthings_score0.8687,57.84,61.84,and you've done it.,-1
Co7VYcOIasN_thechickenrush_score0.9218,0.0,3.12,This is how I got 100 people to chase a chicken around London.,0
Co7VYcOIasN_thechickenrush_score0.9218,3.12,7.5600000000000005,"First, I spent a whole year building an app that can be used to play hide and seek in big cities.",1
Co7VYcOIasN_thechickenrush_score0.9218,7.5600000000000005,11.32,"It uses GPS software in a circle that shrinks every two minutes for two hours,",-1
Co7VYcOIasN_thechickenrush_score0.9218,11.32,14.64,in which people have to find a chicken we call it chicken rush.,0
Co7VYcOIasN_thechickenrush_score0.9218,14.64,16.84,"To launch the game, I created a blind dating event.",-1
Co7VYcOIasN_thechickenrush_score0.9218,16.84,18.28,Loads of people signed up to take part.,-1
Co7VYcOIasN_thechickenrush_score0.9218,18.28,21.36,Then we got 100 single Pringles to meet in a pub in London.,-1
Co7VYcOIasN_thechickenrush_score0.9218,21.36,23.8,"There we explained the game, put them in teams with four.",-1
Co7VYcOIasN_thechickenrush_score0.9218,23.8,26.16,The chickens then went to hide and the people counted down.,0
Co7VYcOIasN_thechickenrush_score0.9218,29.28,32.36,"The chickens were sitting on a huge bar tab of £1,000",0
Co7VYcOIasN_thechickenrush_score0.9218,32.36,34.96,and they were drinking it away until a team found them.,-1
Co7VYcOIasN_thechickenrush_score0.9218,34.96,38.160000000000004,"But every time a team entered a pub where there were no chickens, they had to get a drink.",0
Co7VYcOIasN_thechickenrush_score0.9218,39.480000000000004,41.760000000000005,"Along the way, the teams had to do challenges to gain points,",-1
Co7VYcOIasN_thechickenrush_score0.9218,41.760000000000005,46.0,"such as the worm in public, getting in a bin, or throwing and catching an egg without breaking it.",-1
Co7VYcOIasN_thechickenrush_score0.9218,46.0,48.16,"People got a bit carried away with the challenges,",-1
Co7VYcOIasN_thechickenrush_score0.9218,48.16,52.0,"but all of this distracts from the real aim of the game, finding the chickens.",0
Co7VYcOIasN_thechickenrush_score0.9218,52.0,54.120000000000005,Where on earth were these chickens hiding?,0
Co7VYcOIasN_thechickenrush_score0.9218,54.120000000000005,56.84,"But after one crazy chase, all 100 people found the chicken",0
Co7VYcOIasN_thechickenrush_score0.9218,56.84,58.400000000000006,and now we want to play this game again.,-1
Co7VYcOIasN_thechickenrush_score0.9218,58.4,59.64,With more people.,-1
Cutsg0uhk0l_calvincheungtc_score0.9124,0.0,3.2800000000000002,Helping medical students create on key deck in five minutes.,-1
Cutsg0uhk0l_calvincheungtc_score0.9124,3.2800000000000002,7.6000000000000005,Can I make an en key deck for you? In just five minutes.,-1
Cutsg0uhk0l_calvincheungtc_score0.9124,7.6000000000000005,15.200000000000001,"Sure. Okay, so this is our website. The way you do is to browse a lecture or notes files that you have.",-1
Cutsg0uhk0l_calvincheungtc_score0.9124,15.200000000000001,18.900000000000002,Randomly. The one that you need most helpful.,-1
Cutsg0uhk0l_calvincheungtc_score0.9124,18.900000000000002,26.6,I'm sure of it. Did you just upload? As simple as just clicking generate flashcards.,1
Cutsg0uhk0l_calvincheungtc_score0.9124,26.6,31.200000000000003,"While waiting, how often do you use flashcards to study?",-1
Cutsg0uhk0l_calvincheungtc_score0.9124,31.200000000000003,35.800000000000004,I think I don't use it as often now because I tried using it at the start,-1
Cutsg0uhk0l_calvincheungtc_score0.9124,35.800000000000004,40.2,but I kind of took too long to make the cards so I kind of gave up.,-1
Cutsg0uhk0l_calvincheungtc_score0.9124,40.2,42.400000000000006,That's right. It took too long to make the card.,-1
Cutsg0uhk0l_calvincheungtc_score0.9124,42.400000000000006,44.3,That's why we want to solve this problem.,-1
Cutsg0uhk0l_calvincheungtc_score0.9124,44.3,49.0,So now it's done. Try it down on the flashcards.,1
Cutsg0uhk0l_calvincheungtc_score0.9124,49.0,52.400000000000006,So it will become a text file so you can import it tonight.,-1
CvE_2KuhGcb_calvincheungtc_score0.9354,0.0,2.8000000000000003,How I make study flashcards before versus now.,-1
Cy3bg2du6Mu_pop.smoke.media_score0.9127,0.0,10.26,"Woo, woo, woo, woo, we're havin' it wind-fast!",-1
Cy6SrzVtQPC_olifro.st_score0.8702,0.0,3.7600000000000002,Of course climate change is a conspiracy,-1
Cy6SrzVtQPC_olifro.st_score0.8702,3.7600000000000002,7.44,Made out by socialist vampires to push policies,-1
Cy6SrzVtQPC_olifro.st_score0.8702,9.52,18.56,That's a rebel plot Will build clean energy to improve their quality,-1
Cy6SrzVtQPC_olifro.st_score0.8702,18.56,22.0,Creating lots of jobs with fat-baked identity,-1
Cy6SrzVtQPC_olifro.st_score0.8702,24.240000000000002,33.04,That's a rebel plot And recycling is a lie,-1
Cy6SrzVtQPC_olifro.st_score0.8702,33.04,42.24,To make you go outside The night to take your pens out is a lie,-1
Cy6SrzVtQPC_olifro.st_score0.8702,42.24,46.16,We buy We'll tax the freight compliance,-1
Cy6SrzVtQPC_olifro.st_score0.8702,46.16,51.68,That make the trains free Covering your planet with lots of lovely trees,-1
Cy6SrzVtQPC_olifro.st_score0.8702,51.68,55.36,It's classes a pollution We don't want blood to clog,-1
Cy6SrzVtQPC_olifro.st_score0.8702,58.8,77.75999999999999,Smart weepers are real-life So now you know our plan to scale economy,-1
Cy6SrzVtQPC_olifro.st_score0.8702,77.75999999999999,81.03999999999999,Measure growth and happiness instead of GDP,-1
Cy6SrzVtQPC_olifro.st_score0.8702,81.03999999999999,84.96,Don't try to run the others It's already too late,-1
Cy6SrzVtQPC_olifro.st_score0.8702,84.96,88.64,The next blood we drink is running in your veins,-1
CzybI6GJ2mh_saikiranyedida_score0.8705,4.5600000000000005,10.08,These to fall sit down. I did drop. They spoke.,-1
CzybI6GJ2mh_saikiranyedida_score0.8705,10.72,15.56,Now they will return the project. What stops by their words was 11.,-1
CzybI6GJ2mh_saikiranyedida_score0.8705,17.36,18.8,Give.,-1
DAM83lFJYxL_infusiontechnologies.co_score0.8757,0.0,4.0,"Hello, I'm Bill Gates, Chairman of Microsoft.",-1
DAM83lFJYxL_infusiontechnologies.co_score0.8757,4.0,8.0,"And I'm Jeff Wilbom, founder of Microsoft Excel.",-1
DAM83lFJYxL_infusiontechnologies.co_score0.8757,8.0,17.0,A new exciting way to drain all of the energy from your life and place it into little boxes that we call cells.,-1
DAM83lFJYxL_infusiontechnologies.co_score0.8757,17.0,20.0,"In this video, you're going to see the future.",-1
DAM83lFJYxL_infusiontechnologies.co_score0.8757,20.0,26.0,You will spend the rest of your days locked into my infuriating little spreadsheets.,-1
DAM83lFJYxL_infusiontechnologies.co_score0.8757,28.0,36.0,"I invented Microsoft Excel as a way to take revenge on my high school bully, Jack, who now works as a VP at J.P. Morgan.",-1
DAM83lFJYxL_infusiontechnologies.co_score0.8757,36.0,41.0,"With the fortune I've earned through this software, I will soon be feeding grapes to his wife and my Chilean villa,",-1
DAM83lFJYxL_infusiontechnologies.co_score0.8757,41.0,48.0,while Jack will spend the rest of his days monkeying numbers into my little software.,-1
DAM83lFJYxL_infusiontechnologies.co_score0.8757,48.0,51.0,It's really attracting all the innovation in the industry.,-1
DAM83lFJYxL_infusiontechnologies.co_score0.8757,51.0,58.0,"Have fun in there, Jack. I can already hear your wife in the room next to me, begging for more grapes.",-1
DAQpzYdPlga_sudeep_s_04_score0.9188,7.24,9.3,With us. Our ourselves to do look on TV,-1
DAQpzYdPlga_sudeep_s_04_score0.9188,9.3,11.48,and other things you thank their girlfriend.,-1
DAQpzYdPlga_sudeep_s_04_score0.9188,11.5,21.14,That's it? Queen will give us more. screwdriver,-1
DAQpzYdPlga_sudeep_s_04_score0.9188,21.14,28.5,to cover camera including Gloves,-1
DATGV7zvV14_tiyaleelao_score0.8756,5.04,6.04,Yes Sir,-1
DAcltDcvb1N_yourmove.ai_score0.9559,0.0,11.0,"Oh, you know what? That one. Wait, you wait for me one second.",-1
DAcltDcvb1N_yourmove.ai_score0.9559,11.0,17.0,I got my shoes. I hate you. What? My shoes are tied.,-1
DAcltDcvb1N_yourmove.ai_score0.9559,17.0,21.0,"What's your problem? Oh my god, who thought I was going to...",-1
DAcltDcvb1N_yourmove.ai_score0.9559,21.0,24.0,"Oh, oh, I have got that.",-1
DBNTbZ8PiL8_247comicshq_score0.8648,4.16,6.48,The team in 24-7 comics has so much happening,-1
DBNTbZ8PiL8_247comicshq_score0.8648,6.48,10.0,with our EverMind comic book universe that I wanted to give you guys a quick rundown.,-1
DBNTbZ8PiL8_247comicshq_score0.8648,14.84,17.240000000000002,"These guys handle digital comics for Marvel, Disney,",-1
DBNTbZ8PiL8_247comicshq_score0.8648,17.240000000000002,20.64,and more. So my co-creator Sean Chen and I are beyond excited,-1
DBNTbZ8PiL8_247comicshq_score0.8648,20.64,24.6,"to partner with the VV team again. These collectibles will be very limited though,",-1
DBNTbZ8PiL8_247comicshq_score0.8648,26.68,28.96,"Next, we've teamed up with Tech Platform Report",1
DBNTbZ8PiL8_247comicshq_score0.8648,29.0,33.6,to bring you something totally fresh. The first ever interactive comic book character.,-1
DBNTbZ8PiL8_247comicshq_score0.8648,33.6,36.52,"Head over to 24-7comics.com and chat with Bobo,",-1
DBNTbZ8PiL8_247comicshq_score0.8648,36.52,40.36,our beloved character from EverMind. Ask him anything about the series or what inspired it.,-1
DBNTbZ8PiL8_247comicshq_score0.8648,40.36,42.6,It's crazy fun and I can't wait for you to try it.,1
DBNTbZ8PiL8_247comicshq_score0.8648,42.6,46.2,"It's been an amazing ride co-creating this modern franchise with Sean Chen,",-1
DBNTbZ8PiL8_247comicshq_score0.8648,46.2,49.56,who will be at NYCC 2024 with the 24-7 team.,-1
DBNTbZ8PiL8_247comicshq_score0.8648,49.56,52.040000000000006,So make sure to stop by his booth and get your book signed.,-1
DBNTbZ8PiL8_247comicshq_score0.8648,52.040000000000006,53.88,Thanks again for all your support.,-1
DBTmVccPHKa_sudeep_s_04_score0.9045,58.08,59.58,to live,-1
DBuJpwqsrjR_getmina.co_score0.9413,0.0,5.6000000000000005,"Oh, the misery, everybody wants to be my enemy.",-1
DC7JZ-WSTsu_thebattlepass_score0.8709,0.0,4.88,Fortnite battle passes change the game literally first off you can't really skip them,-1
DC7JZ-WSTsu_thebattlepass_score0.8709,4.88,11.76,"They're just too worth it, but they also hit you with that FOMO like if you're not grinding you're missing out the worst part",-1
DC7JZ-WSTsu_thebattlepass_score0.8709,11.96,17.96,"Grinding XP in fortnight is boring Yeah, you can speed things up by following some map tricks and movement hacks",-1
DC7JZ-WSTsu_thebattlepass_score0.8709,17.96,25.7,But switching between the game and a YouTube tutorial annoying want $100 just drop a GG below follow us and download,-1
DC7JZ-WSTsu_thebattlepass_score0.8709,25.7,31.72,Ray browser on December 6th. We'll pick a winner 100 for a maxed out battle pass and more. Good luck,-1
DCHfxZtCfGM_photomagiken_score0.8584,0.0,3.8000000000000003,"Guys, I'm seriously obsessed with these photos I posted.",-1
DCHfxZtCfGM_photomagiken_score0.8584,3.8000000000000003,5.8,Just look at them. Aren't they stunning?,-1
DCHfxZtCfGM_photomagiken_score0.8584,5.8,9.44,"So, how did I make them? It's ridiculously simple.",-1
DCHfxZtCfGM_photomagiken_score0.8584,9.44,15.040000000000001,"I used this new popular app called PhotoMagic and trust me, it took me like no time at all.",1
DCHfxZtCfGM_photomagiken_score0.8584,15.040000000000001,18.1,All it took were just three simple steps.,1
DCHfxZtCfGM_photomagiken_score0.8584,18.1,22.32,"Just upload your selfies, pick and style, and boom!",1
DCHfxZtCfGM_photomagiken_score0.8584,23.32,28.96,It's literally that easy. There are so many styles to choose from.,-1
DCHfxZtCfGM_photomagiken_score0.8584,28.96,32.4,"Seriously, anyone can make their photos look this good.",1
DCHfxZtCfGM_photomagiken_score0.8584,32.4,35.52,Go try it out and let me know how yours turn out.,-1
DCHfxZtCfGM_photomagiken_score0.8584,35.52,36.72,I swear you're gonna love it.,-1
DCWdtWdoOnh_fantum.me_score0.8653,5.94,10.0,"create smart links for your music releases, pre-releases, tour tickets, and",-1
DCWdtWdoOnh_fantum.me_score0.8653,10.0,15.0,"podcasts. Track your links with real-time analytics, giving you the insights you",1
DCWdtWdoOnh_fantum.me_score0.8653,15.0,22.84,need to grow your fan base. Get started today for free at phantom.me.,-1
DC_emCMRcuy_jorwelsx_score0.8633,0.0,29.44,Are you looking for a gaming browser? What is a browser?,-1
DC_emCMRcuy_jorwelsx_score0.8633,29.44,33.44,The browser is just a browser for you. The browser has a collection of games to explore.,1
DC_emCMRcuy_jorwelsx_score0.8633,33.44,35.44,It has many features just for gamers.,1
DDFkwBIArxP_rocketleaguesolution_score0.8650,0.0,12.08,A good thing? Nope. Are you having a tough time in game like this guy?,-1
DDFkwBIArxP_rocketleaguesolution_score0.8650,13.620000000000001,16.34,Rey is a desktop-only browser built for gamers.,-1
DDFkwBIArxP_rocketleaguesolution_score0.8650,16.34,19.82,It has hundreds of free-to-play games with no downloads necessary.,1
DDFkwBIArxP_rocketleaguesolution_score0.8650,19.82,24.1,Rey also has split-screen capabilities so you can browse the web while in game.,-1
DDQMD-WIr5-_primax_animation_score0.8576,0.0,7.0,Why are we always finding X? I've seen this question a thousand times.,-1
DDQMD-WIr5-_primax_animation_score0.8576,7.0,12.0,Who cares to know where X is? Am I definitely the first person to ever question math?,-1
DDQMD-WIr5-_primax_animation_score0.8576,12.0,18.0,I bet Einstein didn't even do his homework. He probably made us start looking for X as an excuse.,-1
DDQMD-WIr5-_primax_animation_score0.8576,18.0,22.0,"I need a break from finding X, bro. I need to boost some brain energy.",-1
DDQMD-WIr5-_primax_animation_score0.8576,22.0,26.0,With what exactly? Mine is overloaded too. I need a break as well.,-1
DDQMD-WIr5-_primax_animation_score0.8576,26.0,29.0,Going to spend some time with my Ray browsers.,1
DDQMD-WIr5-_primax_animation_score0.8576,29.0,35.0,What's Ray browser? Ray browser is where you can play all the games you want without any download required.,1
DDQMD-WIr5-_primax_animation_score0.8576,35.0,41.0,It has the smoothest gaming experience ever and you can find someone to play with too.,1
DDQMD-WIr5-_primax_animation_score0.8576,41.0,47.0,Check it out on playunray.com. This is awesome. How long did you know about this browser?,1
DDQMD-WIr5-_primax_animation_score0.8576,47.0,49.0,Since I stopped looking for X.,-1
DDW7sGJtEc5_rqbloxbacon_score0.8845,0.0,1.4000000000000001,Let's go gambling!,-1
DDXoPJnz-9N_makeprogressai_score0.9269,0.0,3.6,Totally agree. Scataboo little three to five yard runs needs to be efficient.,-1
DDXoPJnz-9N_makeprogressai_score0.9269,3.6,7.2,Set that offense going. I don't think they've won a conference championship outright ever.,-1
DDXoPJnz-9N_makeprogressai_score0.9269,7.2,10.700000000000001,I'm pulling for Arizona State today. Tell me. He said.,-1
DDXoPJnz-9N_makeprogressai_score0.9269,10.700000000000001,11.9,Why did it? Why me?,-1
DDa02F5Sbxr_messageswrapped_score0.8523,6.640000000000001,25.04,"You used to call me on my cell phone And I know in there, I line please",-1
DDa02F5Sbxr_messageswrapped_score0.8523,25.04,32.0,"That can only mean one thing I know in there, I line please",-1
